0.00000 0.50194 0.38877
0.20000 0.50194 0.38877
0.40000 0.50052 0.34886
0.60000 0.50045 0.34615
0.80000 0.50048 0.34491
1.00000 0.50062 0.34505
1.20000 0.50069 0.34448
1.40000 0.50074 0.34489
1.60000 0.50074 0.34532
1.80000 0.50072 0.34596
2.00000 0.50046 0.34678
2.20000 0.49976 0.34822
2.40000 0.49846 0.35019
2.60000 0.49652 0.35279
2.80000 0.49390 0.35591
3.00000 0.49067 0.36015
3.20000 0.48685 0.36500
3.40000 0.48247 0.37092
3.60000 0.47765 0.37806
3.80000 0.47254 0.38608
4.00000 0.46751 0.39488
4.20000 0.46278 0.40449
4.40000 0.45857 0.41455
4.60000 0.45492 0.42484
4.80000 0.45162 0.43497
5.00000 0.44852 0.44526
5.20000 0.44558 0.45552
5.40000 0.44223 0.46592
5.60000 0.43934 0.47562
5.80000 0.43703 0.48445
6.00000 0.43526 0.49146
6.20000 0.43396 0.49683
6.40000 0.43294 0.50192
6.60000 0.43174 0.50947
6.80000 0.43123 0.51661
7.00000 0.43156 0.52330
7.20000 0.43324 0.52883
7.40000 0.43536 0.53414
7.60000 0.43768 0.53923
7.80000 0.44017 0.54494
8.00000 0.44267 0.55137
8.20000 0.44533 0.55707
8.40000 0.44880 0.55935
8.60000 0.45227 0.56110
8.80000 0.45553 0.56224
9.00000 0.45833 0.56259
9.20000 0.46064 0.56238
9.40000 0.46235 0.56160
9.60000 0.46344 0.55992
9.80000 0.46388 0.55699
10.00000 0.46365 0.55290
10.20000 0.46269 0.54796
10.40000 0.46109 0.54226
10.60000 0.45889 0.53574
10.80000 0.45635 0.52882
11.00000 0.45349 0.52168
11.20000 0.45024 0.51399
11.40000 0.44659 0.50648
11.60000 0.44254 0.49934
11.80000 0.43810 0.49253
12.00000 0.43332 0.48564
12.20000 0.42817 0.47884
12.40000 0.42268 0.47245
12.60000 0.41671 0.46649
12.80000 0.41016 0.46099
13.00000 0.40308 0.45668
13.20000 0.39551 0.45307
13.40000 0.38744 0.45050
13.60000 0.37893 0.44883
13.80000 0.36994 0.44775
14.00000 0.36053 0.44643
14.20000 0.35071 0.44457
14.40000 0.34079 0.44120
14.60000 0.33111 0.43604
14.80000 0.32197 0.42843
15.00000 0.31367 0.41840
15.20000 0.30648 0.40590
15.40000 0.30054 0.39161
15.60000 0.29589 0.37610
15.80000 0.29257 0.35992
16.00000 0.29043 0.34364
16.20000 0.28897 0.32820
16.40000 0.28772 0.31401
16.60000 0.28648 0.30164
16.80000 0.28495 0.29127
17.00000 0.28312 0.28241
17.20000 0.28096 0.27466
17.40000 0.27856 0.26782
17.60000 0.27603 0.26212
17.80000 0.27347 0.25718
18.00000 0.27125 0.25283
18.20000 0.26967 0.24870
18.40000 0.26885 0.24434
18.60000 0.26889 0.23978
18.80000 0.26967 0.23545
19.00000 0.27121 0.23114
19.20000 0.27336 0.22704
19.40000 0.27597 0.22335
19.60000 0.27905 0.21978
19.80000 0.28244 0.21671
20.00000 0.28615 0.21422
20.20000 0.29020 0.21203
20.40000 0.29456 0.21008
20.60000 0.29918 0.20829
20.80000 0.30401 0.20687
21.00000 0.30903 0.20573
21.20000 0.31423 0.20441
21.40000 0.31953 0.20342
21.60000 0.32494 0.20236
21.80000 0.33042 0.20137
22.00000 0.33592 0.20029
22.20000 0.34139 0.19925
22.40000 0.34685 0.19781
22.60000 0.35227 0.19612
22.80000 0.35768 0.19436
23.00000 0.36296 0.19254
23.20000 0.36820 0.19054
23.40000 0.37339 0.18840
23.60000 0.37853 0.18580
23.80000 0.38355 0.18331
24.00000 0.38849 0.18084
24.20000 0.39338 0.17851
24.40000 0.39823 0.17627
24.60000 0.40294 0.17398
24.80000 0.40765 0.17194
25.00000 0.41224 0.17016
25.20000 0.41674 0.16854
25.40000 0.42111 0.16715
25.60000 0.42539 0.16589
25.80000 0.42971 0.16470
26.00000 0.43421 0.16388
26.20000 0.43881 0.16336
26.40000 0.44350 0.16314
26.60000 0.44819 0.16303
26.80000 0.45280 0.16306
27.00000 0.45707 0.16370
27.20000 0.46091 0.16527
27.40000 0.46418 0.16775
27.60000 0.46655 0.17114
27.80000 0.46767 0.17519
28.00000 0.46754 0.17991
28.20000 0.46609 0.18506
28.40000 0.46331 0.19068
28.60000 0.45929 0.19638
28.80000 0.45424 0.20191
29.00000 0.44830 0.20682
29.20000 0.44161 0.21112
29.40000 0.43445 0.21505
29.60000 0.42705 0.21875
29.80000 0.41954 0.22253
30.00000 0.41206 0.22640
30.20000 0.40478 0.23057
30.40000 0.39787 0.23574
30.60000 0.39148 0.24166
30.80000 0.38565 0.24852
31.00000 0.38055 0.25616
31.20000 0.37621 0.26458
31.40000 0.37265 0.27359
31.60000 0.36987 0.28294
31.80000 0.36778 0.29293
32.00000 0.36625 0.30318
32.20000 0.36515 0.31314
32.40000 0.36424 0.32301
32.60000 0.36348 0.33287
32.80000 0.36247 0.34273
33.00000 0.36089 0.35177
33.20000 0.35849 0.35988
33.40000 0.35513 0.36652
33.60000 0.35082 0.37122
33.80000 0.34556 0.37384
34.00000 0.33940 0.37409
34.20000 0.33249 0.37189
34.40000 0.32477 0.36726
34.60000 0.31646 0.36035
34.80000 0.30800 0.35090
35.00000 0.29972 0.33933
35.20000 0.29190 0.32592
35.40000 0.28464 0.31089
35.60000 0.27810 0.29469
35.80000 0.27227 0.27729
36.00000 0.26720 0.25855
36.20000 0.26303 0.23866
36.40000 0.25994 0.21815
36.60000 0.25800 0.19757
36.80000 0.25718 0.17704
37.00000 0.25726 0.15699
37.20000 0.25800 0.13754
37.40000 0.25898 0.11931
37.60000 0.25986 0.10333
37.80000 0.26057 0.09001
38.00000 0.26112 0.07916
38.20000 0.26146 0.07056
38.40000 0.26131 0.06440
38.60000 0.26027 0.06083
38.80000 0.25816 0.05963
39.00000 0.25501 0.06093
39.20000 0.25101 0.06410
39.40000 0.24639 0.06815
39.60000 0.24115 0.07242
39.80000 0.23524 0.07669
40.00000 0.22893 0.08058
40.20000 0.22252 0.08435
40.40000 0.21642 0.08821
40.60000 0.21107 0.09206
40.80000 0.20665 0.09570
41.00000 0.20336 0.09919
41.20000 0.20137 0.10278
41.40000 0.20074 0.10677
41.60000 0.20154 0.11106
41.80000 0.20350 0.11586
42.00000 0.20643 0.12083
42.20000 0.21024 0.12529
42.40000 0.21476 0.12929
42.60000 0.21987 0.13306
42.80000 0.22545 0.13653
43.00000 0.23134 0.13968
43.20000 0.23747 0.14266
43.40000 0.24374 0.14562
